Date,Location,Site,Habitat,Transect,cca,dead_coral,algal_matrix,hard_coral,macroalgae,other_biota,rubble,rock,sand,soft_coral,silt,sponge,zooantharia
1998,Singapore,L4,Crest,1,0.0,0.0,14.8,0.0,13.3,6.6,12.7,0.0,47.1,5.6,0.0,0.0,0.0
1998,Singapore,L4,Crest,2,0.0,0.0,16.1,0.3,23.8,2.8,10.1,0.0,39.9,6.8,0.0,0.5,0.0
1998,Singapore,L4,Crest,3,0.0,0.0,8.9,0.9,13.4,2.6,0.7,0.0,63.8,8.2,0.0,0.6,1.1
1998,Singapore,L4,Crest,4,0.0,0.0,12.6,0.0,8.5,0.7,1.7,0.0,69.5,6.9,0.0,0.3,0.0
1998,Singapore,L4,Crest,5,0.0,0.0,9.8,0.0,6.2,0.0,0.0,0.0,75.9,8.3,0.0,0.0,0.0
1998,Singapore,R1,Crest,1,1.3,0.0,40.4,31.3,3.2,0.4,15.3,0.0,2.0,0.0,0.0,4.8,1.6
1998,Singapore,R1,Crest,2,0.0,0.0,25.1,45.4,3.2,4.4,19.2,0.0,0.0,0.6,0.0,1.7,0.6
1998,Singapore,R1,Crest,3,0.0,0.0,19.9,62.6,0.7,0.3,16.0,0.0,0.0,0.0,0.0,0.7,0.0
1998,Singapore,R1,Crest,4,0.0,0.0,29.0,51.7,0.0,5.4,11.6,0.0,0.0,0.0,0.0,2.4,0.0
1998,Singapore,R1,Crest,5,0.0,0.0,25.2,51.2,7.8,5.3,6.9,0.0,0.0,0.0,1.5,2.2,0.0
1998,Singapore,H2,Crest,1,0.0,0.0,10.2,31.0,39.8,3.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Singapore,H2,Crest,2,0.0,0.0,5.2,30.1,35.2,1.5,23.9,0.0,0.0,0.0,4.2,0.0,0.0
1998,Singapore,H2,Crest,3,0.0,0.0,4.2,6.5,43.1,0.0,46.1,0.0,0.0,0.0,0.0,0.1,0.0
1998,Singapore,H2,Crest,4,0.0,0.0,14.1,27.3,34.1,2.3,20.8,0.0,0.0,0.0,0.0,1.5,0.0
1998,Singapore,H2,Crest,5,0.0,0.0,6.5,38.0,33.1,7.2,12.2,0.0,0.4,0.8,0.0,2.1,0.0
1998,Singapore,HW2,Crest,1,0.0,0.4,30.1,25.4,25.9,8.1,9.2,0.0,0.0,0.0,0.0,1.0,0.0
1998,Singapore,HW2,Crest,2,0.0,1.1,26.3,36.4,16.7,11.8,4.2,0.0,0.0,0.0,0.0,3.0,0.7
1998,Singapore,HW2,Crest,3,0.3,2.6,33.6,30.8,13.6,10.4,6.2,0.0,2.1,0.0,0.0,0.5,0.0
1998,Singapore,HW2,Crest,4,0.0,0.0,19.4,30.5,9.2,1.2,38.7,0.0,0.6,0.0,0.0,0.5,0.0
1998,Singapore,HW2,Crest,5,0.0,0.0,31.9,45.9,6.4,0.4,13.6,0.0,0.0,0.0,0.5,1.5,0.0
1998,Singapore,S1,Crest,1,0.0,0.0,45.2,5.9,22.5,1.3,21.1,0.0,1.6,0.0,0.9,1.7,0.0
1998,Singapore,S1,Crest,2,0.0,0.0,21.2,6.4,9.4,0.0,59.0,0.0,2.9,0.0,0.0,1.2,0.0
1998,Singapore,S1,Crest,3,0.0,0.0,36.0,24.7,5.6,0.3,25.5,0.0,3.2,0.0,0.0,4.9,0.0
1998,Singapore,S1,Crest,4,0.0,0.0,41.3,9.6,7.4,1.6,39.2,0.0,0.0,0.0,0.0,1.0,0.0
1998,Singapore,S1,Crest,5,0.0,0.0,33.7,2.9,21.8,1.0,38.1,0.0,0.0,2.1,0.0,0.5,0.0
1998,Singapore,S2,Crest,1,0.1,0.0,15.9,44.2,19.8,1.7,10.1,0.0,0.0,0.0,6.4,1.9,0.0
1998,Singapore,S2,Crest,2,0.0,0.0,19.9,56.4,11.2,1.8,7.5,0.0,0.0,0.0,0.5,2.4,0.3
1998,Singapore,S2,Crest,3,0.0,0.0,20.3,38.0,31.6,4.9,2.7,0.0,0.9,0.0,0.5,1.3,0.0
1998,Singapore,S2,Crest,4,0.3,0.0,31.6,34.8,12.9,4.0,13.9,0.0,0.0,0.0,0.0,2.6,0.0
1998,Singapore,S2,Crest,5,0.0,0.0,17.8,29.8,39.9,1.2,3.1,0.0,2.6,0.0,0.0,5.8,0.0
2000,Singapore,R2,Crest,1,0.0,0.0,43.8,46.7,0.4,5.2,2.7,0.0,0.0,0.0,0.9,0.5,0.0
2000,Singapore,R2,Crest,2,4.6,0.0,40.0,37.3,1.1,7.7,8.7,0.0,0.0,0.0,0.0,0.8,0.0
2000,Singapore,R2,Crest,3,1.0,0.0,45.8,40.4,2.3,9.3,0.6,0.0,0.0,0.0,0.0,0.7,0.0
2000,Singapore,R2,Crest,4,0.0,0.0,27.7,65.9,0.8,4.4,0.0,0.0,0.0,0.0,0.3,1.0,0.0
2000,Singapore,R2,Crest,5,1.3,0.0,24.2,60.2,1.7,2.2,3.0,0.0,5.9,0.0,0.0,1.7,0.0
2000,Singapore,L2,Crest,1,0.0,0.0,17.4,41.8,6.1,0.0,25.4,0.0,0.0,0.0,9.0,0.4,0.0
2000,Singapore,L2,Crest,2,0.0,0.0,10.7,22.0,2.7,0.0,59.7,0.0,0.0,1.0,1.9,2.2,0.0
2000,Singapore,L2,Crest,3,0.2,0.0,12.1,24.8,11.3,0.0,48.0,0.0,0.0,0.0,3.7,0.0,0.0
2000,Singapore,L2,Crest,4,0.0,0.0,12.3,25.1,11.9,0.0,49.8,0.0,0.0,0.0,0.0,1.0,0.0
2000,Singapore,L2,Crest,5,0.0,0.0,22.9,15.8,17.7,0.0,36.5,0.0,0.0,0.3,6.0,0.9,0.0
2000,Singapore,L4,Crest,1,0.0,0.0,14.1,0.8,19.5,0.0,59.5,0.0,4.8,0.4,0.8,0.4,0.0
2000,Singapore,L4,Crest,2,0.0,0.0,2.1,0.0,22.1,0.0,26.8,0.0,48.0,0.0,1.1,0.0,0.0
2000,Singapore,L4,Crest,3,0.0,0.0,2.8,1.9,15.5,0.0,38.9,0.0,29.3,3.1,8.5,0.1,0.0
2000,Singapore,L4,Crest,4,0.0,0.0,2.5,1.4,23.6,0.0,26.7,0.0,39.5,0.8,5.6,0.1,0.0
2000,Singapore,L4,Crest,5,0.0,0.0,25.2,3.9,20.5,0.0,38.8,0.0,7.3,1.9,1.1,1.4,0.0
2000,Singapore,R1,Crest,1,0.2,0.0,37.7,24.6,8.6,0.0,26.7,0.0,0.0,0.0,0.0,2.3,0.0
2000,Singapore,R1,Crest,2,2.4,0.0,11.0,45.8,16.0,0.8,23.1,0.0,0.0,0.0,0.0,1.0,0.0
2000,Singapore,R1,Crest,3,0.0,0.0,21.2,40.5,15.2,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,Singapore,R1,Crest,4,0.0,0.0,8.4,41.0,11.2,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0
2000,Singapore,R1,Crest,5,0.0,0.0,5.5,38.6,35.1,0.0,19.2,0.0,0.0,0.0,0.0,1.7,0.0
2000,Singapore,R2,Crest,1,0.7,0.0,31.6,46.7,3.0,4.4,12.4,0.0,0.0,0.0,0.0,1.5,0.0
2000,Singapore,R2,Crest,2,0.0,0.0,20.5,35.4,18.7,4.1,19.8,0.0,0.0,0.0,0.0,1.6,0.0
2000,Singapore,R2,Crest,3,0.4,0.0,29.8,49.4,3.9,1.0,12.7,0.0,0.0,1.4,0.0,1.5,0.0
2000,Singapore,R2,Crest,4,0.0,0.0,24.7,71.1,1.3,0.0,2.4,0.0,0.0,0.0,0.0,0.6,0.0
2000,Singapore,R2,Crest,5,0.0,0.0,35.3,56.0,0.7,0.0,7.8,0.0,0.0,0.0,0.0,0.3,0.0
2000,Singapore,S1,Crest,1,0.0,0.0,16.5,19.5,23.6,0.0,26.6,0.0,0.0,0.0,13.4,0.5,0.0
2000,Singapore,S1,Crest,2,0.0,0.0,24.6,13.7,18.3,1.4,29.0,0.0,0.0,0.0,12.2,1.0,0.0
2000,Singapore,S1,Crest,3,0.7,0.0,17.3,14.6,11.9,0.0,49.5,0.0,0.8,0.0,5.2,0.3,0.0
2000,Singapore,S1,Crest,4,0.3,0.0,25.1,8.5,17.9,0.0,40.0,0.0,3.5,0.0,4.5,0.5,0.0
2000,Singapore,S1,Crest,5,0.6,0.0,24.5,5.0,27.9,0.0,39.8,0.0,0.0,0.6,1.3,0.5,0.0
2000,Singapore,S2,Crest,1,0.0,0.9,12.2,19.0,35.5,0.0,30.4,0.0,0.0,0.0,0.3,1.9,0.0
2000,Singapore,S2,Crest,2,0.0,0.0,13.9,26.1,26.8,1.3,32.1,0.0,0.0,0.0,0.0,0.0,0.0
2000,Singapore,S2,Crest,3,0.0,0.0,7.7,19.3,19.4,2.1,51.0,0.0,0.0,0.0,0.6,0.0,0.0
2000,Singapore,S2,Crest,4,0.0,0.0,12.2,22.7,22.6,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0
2000,Singapore,S2,Crest,5,0.0,0.0,4.5,28.6,38.9,0.8,27.2,0.0,0.0,0.0,0.0,0.0,0.0
2003,Singapore,H1,Crest,1,0.0,0.0,12.7,8.3,15.5,1.3,52.4,0.0,5.0,0.0,0.0,3.8,1.2
2003,Singapore,H1,Crest,2,0.2,0.0,26.3,7.5,27.2,2.7,30.1,0.0,0.8,0.0,0.0,5.3,0.0
2003,Singapore,H1,Crest,3,0.0,0.0,21.4,12.3,7.1,1.2,35.8,0.0,18.2,0.0,0.0,4.2,0.0
2003,Singapore,H1,Crest,4,0.0,0.0,18.1,5.8,5.4,0.2,36.8,0.0,13.3,0.0,16.3,4.2,0.0
2003,Singapore,H1,Crest,5,0.2,0.0,14.3,9.1,1.8,1.6,28.0,0.0,0.5,0.0,41.4,3.4,0.0
2003,Singapore,H2,Crest,1,0.0,0.0,28.5,38.8,6.2,0.0,9.8,0.0,0.0,0.0,3.9,9.9,3.1
2003,Singapore,H2,Crest,2,0.0,0.0,11.1,56.6,7.7,0.3,22.4,0.0,0.0,0.0,1.5,0.6,0.0
2003,Singapore,H2,Crest,3,0.0,0.0,18.3,29.9,27.2,0.5,15.5,0.0,0.0,0.0,5.4,3.3,0.0
2003,Singapore,H2,Crest,4,0.0,0.0,28.8,54.9,10.4,0.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0
2003,Singapore,H2,Crest,5,0.0,0.0,25.2,53.8,12.7,2.2,3.7,0.0,0.0,0.0,0.5,2.0,0.0
2003,Singapore,HW1,Crest,1,0.0,0.0,17.4,19.9,11.4,0.7,20.3,0.0,20.5,0.0,8.3,1.3,0.3
2003,Singapore,HW1,Crest,2,0.2,0.0,16.1,14.7,11.8,0.7,36.6,0.0,8.5,0.0,4.2,7.5,0.0
2003,Singapore,HW1,Crest,3,0.8,0.0,17.3,15.2,19.6,1.6,16.4,0.0,7.1,0.0,12.5,9.6,0.0
2003,Singapore,HW1,Crest,4,0.0,0.0,22.5,16.9,10.1,1.0,20.0,0.0,15.2,0.0,8.2,6.2,0.0
2003,Singapore,HW2,Crest,1,0.5,0.0,26.8,44.3,0.0,2.6,25.3,0.0,0.0,0.0,0.6,0.0,0.0
2003,Singapore,HW2,Crest,2,0.2,0.0,23.5,58.7,0.0,3.5,13.9,0.0,0.0,0.0,0.0,0.3,0.0
2003,Singapore,HW2,Crest,3,2.5,0.0,19.1,48.7,7.4,0.3,21.9,0.0,0.0,0.0,0.0,0.3,0.0
2003,Singapore,HW2,Crest,4,1.1,0.0,26.9,45.1,8.1,1.6,17.3,0.0,0.0,0.0,0.0,0.0,0.0
2003,Singapore,HW2,Crest,5,0.7,0.0,18.3,20.9,6.5,2.2,43.5,0.0,1.1,0.0,5.6,1.4,0.0
2003,Singapore,K1,Crest,1,1.4,0.0,39.0,24.6,7.6,1.4,18.3,0.0,0.3,0.7,1.9,5.0,0.3
2003,Singapore,K1,Crest,2,1.3,0.0,37.8,21.8,18.6,1.5,9.5,0.0,0.5,0.0,1.2,6.0,1.9
2003,Singapore,K1,Crest,3,0.0,0.0,55.8,22.4,11.0,0.5,2.5,0.0,0.0,0.0,1.8,5.3,0.8
2003,Singapore,K1,Crest,4,0.0,0.0,32.9,35.0,22.7,0.0,5.7,0.0,0.0,1.7,0.9,1.3,0.0
2003,Singapore,K1,Crest,5,0.0,0.0,25.8,10.7,5.2,0.4,41.9,0.0,0.0,3.8,0.0,2.1,10.3
2003,Singapore,L4,Crest,1,2.0,0.0,29.2,6.6,21.3,0.0,31.8,0.0,3.5,0.0,3.7,2.0,0.0
2003,Singapore,L4,Crest,2,0.0,0.0,13.9,6.8,15.1,0.0,38.6,0.0,8.5,0.0,16.1,1.2,0.0
2003,Singapore,L4,Crest,3,0.5,0.0,7.9,1.4,23.7,0.5,10.6,0.0,38.7,3.8,12.1,0.7,0.0
2003,Singapore,L4,Crest,4,0.0,0.0,5.8,4.7,17.7,1.2,2.1,0.0,54.1,4.2,4.2,6.2,0.0
2003,Singapore,L4,Crest,5,0.0,0.0,9.2,1.2,17.5,0.2,13.8,0.0,56.2,0.3,0.0,0.5,1.3
2003,Singapore,R1,Crest,1,1.9,0.0,21.2,49.3,3.5,2.9,21.3,0.0,0.0,0.0,0.0,0.0,0.0
2003,Singapore,R1,Crest,2,0.5,0.0,23.3,60.5,3.2,2.7,7.7,0.0,0.2,0.7,0.0,1.5,0.0
2003,Singapore,R1,Crest,3,1.2,0.0,25.1,64.6,0.5,2.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2003,Singapore,R1,Crest,4,0.5,0.0,22.3,60.0,0.5,2.0,14.5,0.0,0.5,0.0,0.0,0.0,0.0
2003,Singapore,R1,Crest,5,2.4,0.0,26.4,46.6,4.4,0.9,18.1,0.0,0.5,0.0,0.0,1.0,0.0
2003,Singapore,S1,Crest,1,0.0,0.0,37.7,17.8,7.0,0.0,34.9,0.0,1.9,0.0,0.7,0.3,0.0
2003,Singapore,S1,Crest,2,0.0,0.0,32.1,14.6,5.2,0.0,38.4,0.0,0.6,0.0,7.7,1.7,0.0
2003,Singapore,S1,Crest,3,0.5,0.0,47.7,39.9,5.0,0.3,5.3,0.0,0.0,0.0,1.5,0.0,0.0
2003,Singapore,S1,Crest,4,0.8,0.0,36.5,19.5,0.0,0.0,36.9,2.2,0.7,0.0,3.2,0.4,0.0
2003,Singapore,S1,Crest,5,0.3,0.0,41.1,25.3,0.8,0.5,30.4,0.0,0.0,0.0,1.4,0.3,0.0
2003,Singapore,S2,Crest,1,2.0,0.0,18.6,18.1,11.9,6.4,39.3,0.0,0.4,0.0,2.2,1.2,0.0
2003,Singapore,S2,Crest,2,3.8,0.0,36.8,23.4,11.2,7.4,15.5,0.0,0.7,0.0,0.0,0.8,0.7
2003,Singapore,S2,Crest,3,0.6,0.0,9.5,21.9,14.7,5.2,43.4,0.0,0.0,0.0,1.8,3.0,0.0
2003,Singapore,S2,Crest,4,0.0,0.0,20.1,34.4,3.1,1.0,40.6,0.0,0.0,0.0,0.0,1.0,0.0
2003,Singapore,S2,Crest,5,0.0,0.5,20.9,26.3,5.2,1.3,40.7,0.0,0.0,0.7,0.0,4.5,0.0
2005,Singapore,HW1,Crest,1,0.0,0.0,18.5,20.5,15.6,1.5,31.7,0.0,0.0,0.0,11.6,0.7,0.0
2005,Singapore,HW1,Crest,2,0.0,0.0,6.9,19.8,27.4,0.0,32.4,0.0,2.6,0.0,10.3,0.8,0.0
2005,Singapore,HW1,Crest,3,0.0,0.0,18.1,26.6,8.2,0.0,31.3,0.0,5.9,0.0,9.3,0.7,0.0
2005,Singapore,HW1,Crest,4,0.0,0.0,20.4,15.0,21.1,0.0,29.0,0.0,0.0,0.0,13.3,1.3,0.0
2005,Singapore,HW1,Crest,5,0.0,0.0,15.8,13.8,26.8,0.0,30.1,0.0,0.0,0.0,13.0,0.6,0.0
2005,Singapore,PSD1,Crest,1,0.0,0.0,26.7,42.2,9.4,0.0,17.6,0.0,2.7,0.0,0.4,1.1,0.0
2005,Singapore,PSD1,Crest,2,0.5,0.0,24.1,42.9,0.0,1.3,27.0,0.0,0.0,0.0,4.2,0.0,0.0
2005,Singapore,PSD1,Crest,3,0.0,0.0,25.8,47.1,1.9,0.4,19.2,0.0,0.7,0.0,5.1,0.0,0.0
2005,Singapore,PSD1,Crest,4,0.0,0.0,36.8,33.4,0.6,0.7,27.2,0.0,0.3,0.0,0.5,0.7,0.0
2005,Singapore,PSD1,Crest,5,0.0,0.0,23.7,32.6,0.0,0.0,40.2,0.0,0.0,0.0,1.0,2.5,0.0
2005,Singapore,H2,Crest,1,0.3,0.0,34.6,31.0,7.3,1.6,10.4,0.0,1.5,0.0,8.0,1.8,3.8
2005,Singapore,H2,Crest,2,0.1,0.0,26.1,33.0,8.9,1.4,11.5,0.0,0.0,0.0,12.8,0.7,5.7
2005,Singapore,H2,Crest,3,0.3,0.0,28.4,26.0,20.7,2.4,17.0,0.0,2.3,0.0,2.8,0.3,0.0
2005,Singapore,H2,Crest,4,0.6,0.0,15.2,37.4,18.9,2.6,24.0,0.0,0.8,0.0,0.0,0.6,0.0
2005,Singapore,H2,Crest,5,0.8,0.0,20.9,44.1,18.3,1.1,11.9,0.0,0.0,0.0,2.9,0.0,0.0
2005,Singapore,HW1,Crest,1,0.0,0.0,8.2,34.4,22.3,0.0,24.1,0.0,0.0,0.0,11.1,0.0,0.0
2005,Singapore,HW1,Crest,2,0.0,0.0,11.9,22.2,12.6,0.5,36.5,0.0,0.0,0.0,16.4,0.2,0.0
2005,Singapore,HW1,Crest,3,0.4,0.0,10.9,26.1,22.5,0.0,20.9,0.0,1.6,0.0,17.3,0.5,0.0
2005,Singapore,HW1,Crest,4,0.0,0.0,16.9,21.8,17.2,0.8,4.0,0.0,9.3,0.0,27.7,2.5,0.0
2005,Singapore,HW1,Crest,5,0.0,0.0,21.8,8.1,40.8,0.0,27.4,0.0,0.5,0.0,0.0,0.8,0.8
2005,Singapore,K1,Crest,1,0.5,0.0,34.2,30.7,0.0,0.0,24.9,0.0,0.0,0.0,0.0,7.7,2.2
2005,Singapore,K1,Crest,2,0.0,0.0,21.4,49.0,0.0,1.5,26.9,0.0,0.0,0.0,0.0,1.3,0.0
2005,Singapore,K1,Crest,3,0.0,0.0,14.1,65.4,0.9,0.0,16.0,0.0,0.0,3.6,0.0,0.2,0.0
2005,Singapore,PSL3,Crest,1,0.1,0.0,33.7,28.7,1.5,0.9,35.2,0.0,0.0,0.0,0.0,0.0,0.0
2005,Singapore,PSL3,Crest,2,0.7,0.0,17.3,28.0,0.8,0.0,52.9,0.0,0.0,0.0,0.3,0.0,0.3
2005,Singapore,PSL3,Crest,3,0.0,0.0,23.9,33.0,0.0,8.4,33.3,0.0,0.0,0.0,1.5,0.0,0.0
2005,Singapore,PSL3,Crest,4,0.4,0.0,15.1,28.6,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Singapore,PSL3,Crest,5,0.0,1.1,26.0,41.9,1.9,0.3,28.4,0.0,0.0,0.0,0.0,0.5,0.0
2005,Singapore,R2,Crest,1,0.0,0.0,23.7,49.9,0.0,0.8,24.5,0.0,0.9,0.0,0.0,0.3,0.0
2005,Singapore,R2,Crest,2,0.0,0.0,16.9,72.7,0.0,1.6,8.7,0.0,0.0,0.0,0.0,0.3,0.0
2005,Singapore,R2,Crest,3,0.0,0.0,32.4,48.2,0.0,7.6,10.2,0.8,0.7,0.0,0.0,0.3,0.0
2007,Singapore,H2,Crest,1,0.1,0.0,19.2,60.0,0.8,0.6,14.2,0.0,0.0,0.0,2.9,2.3,0.0
2007,Singapore,H2,Crest,2,0.0,0.0,24.0,39.4,0.8,0.3,30.3,0.0,5.0,0.0,0.0,0.0,0.5
2007,Singapore,H2,Crest,3,0.0,0.0,14.6,46.7,2.5,5.1,22.2,0.0,2.6,0.0,6.1,0.4,0.0
2007,Singapore,H2,Crest,4,0.0,0.0,10.9,20.3,57.3,0.8,9.3,0.0,0.0,0.0,0.9,0.7,0.0
2007,Singapore,H2,Crest,5,0.5,0.0,0.0,35.4,22.2,0.4,7.9,33.6,0.0,0.0,0.0,0.1,0.0
2007,Singapore,K1,Crest,1,0.0,0.0,21.7,67.4,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.4,0.0
2007,Singapore,K1,Crest,2,0.0,0.0,25.6,47.3,0.0,0.0,27.0,0.0,0.0,0.0,0.1,0.0,0.0
2007,Singapore,K1,Crest,3,0.0,0.0,22.0,38.3,0.0,4.5,29.8,0.0,1.0,0.0,3.7,0.9,0.0
2007,Singapore,K1,Crest,4,0.0,0.0,26.8,35.1,0.3,1.1,28.6,0.0,0.0,0.5,6.9,0.9,0.0
2007,Singapore,K1,Crest,5,0.0,0.0,42.3,37.6,0.0,1.2,4.2,0.0,0.0,6.6,0.0,1.9,6.3
2007,Singapore,PSL3,Crest,1,4.5,0.0,30.5,30.1,4.7,4.6,18.3,0.0,1.8,0.5,0.1,4.8,0.4
2007,Singapore,PSL3,Crest,2,14.6,0.0,28.3,20.8,7.1,2.1,22.3,0.0,2.0,0.0,1.8,1.2,0.0
2007,Singapore,PSL3,Crest,3,8.8,0.0,34.8,25.7,4.2,1.8,17.7,0.0,0.6,0.0,4.8,1.8,0.0
2007,Singapore,PSL3,Crest,4,9.2,0.0,36.8,21.3,1.7,0.3,29.6,0.0,0.9,0.0,0.3,0.2,0.0
2007,Singapore,PSL3,Crest,5,11.4,0.0,22.1,37.4,0.1,1.9,26.6,0.0,0.0,0.0,0.0,0.7,0.0
2007,Singapore,R2,Crest,1,0.0,0.0,27.7,52.5,0.0,4.7,10.2,4.1,1.0,0.0,0.0,0.0,0.0
2007,Singapore,R2,Crest,2,0.0,0.0,29.3,63.7,0.4,0.3,3.5,0.0,0.0,0.0,2.6,0.4,0.0
2007,Singapore,R2,Crest,3,0.0,0.0,21.1,56.2,0.0,8.5,11.2,0.0,1.0,0.0,0.0,2.1,0.0
2007,Singapore,R2,Crest,4,0.0,0.0,27.0,69.8,0.0,0.3,2.3,0.0,0.7,0.0,0.0,0.0,0.0
2007,Singapore,R2,Crest,5,0.2,0.0,37.2,60.6,1.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2007,Singapore,S4,Crest,1,2.2,0.0,22.9,16.8,2.0,1.7,47.8,0.0,0.7,0.0,5.3,0.7,0.0
2007,Singapore,S4,Crest,2,1.3,0.0,18.1,25.7,2.2,0.2,41.7,0.0,0.0,0.0,9.5,1.6,0.0
2007,Singapore,S4,Crest,3,0.9,0.0,18.1,35.9,1.4,0.3,27.8,0.0,0.0,0.0,15.8,0.0,0.0
2007,Singapore,S4,Crest,4,0.6,0.0,18.2,33.5,1.0,0.3,30.5,0.0,0.2,0.0,15.0,1.0,0.0
2007,Singapore,S4,Crest,5,1.5,0.0,27.9,28.8,0.8,1.4,23.7,0.0,0.0,0.0,15.7,0.4,0.0
2007,Singapore,H2,Crest,1,0.0,0.0,23.5,53.2,3.5,0.9,15.9,0.0,1.0,0.0,0.8,1.4,0.0
2007,Singapore,H2,Crest,2,0.0,0.0,27.2,35.9,4.3,0.0,13.6,0.0,2.2,0.0,7.2,4.6,5.1
2007,Singapore,H2,Crest,3,1.0,1.9,13.8,34.6,14.9,0.0,27.2,0.0,0.9,0.0,2.1,2.1,1.7
2007,Singapore,H2,Crest,4,0.0,0.0,9.7,29.3,22.3,1.3,31.4,0.0,1.0,0.0,1.8,2.9,0.6
2007,Singapore,H2,Crest,5,0.0,0.0,18.4,35.6,3.2,0.6,40.0,0.0,0.7,0.0,0.4,1.1,0.2
2007,Singapore,HW1,Crest,1,0.0,0.0,17.6,20.0,8.8,0.0,41.5,0.0,0.0,0.0,11.0,1.2,0.0
